season,year,workingday,weather,temp,humidity,windspeed,registered,count
1,0,0,2,6.715022,0.805833,17.30021509788,654,985
1,0,0,2,7.989548,0.696087,26.79891153542,670,801
1,0,1,1,-3.039976,0.437273,26.77411160602,1229,1349
1,0,1,1,-2.8,0.590435,17.28404123088,1454,1562
1,0,1,1,-1.020838,0.436957,20.152638282,1518,1600
1,0,1,1,-2.513032,0.518261,9.657437550856,1518,1606
1,0,1,2,-3.029548,0.498696,18.19301255628,1362,1510
1,0,0,2,-5.11,0.535833,28.76834940712,891,959
1,0,0,1,-6.870022,0.434167,39.027541071,768,822
1,0,1,1,-6.045022,0.482917,24.07393842326,1280,1321
1,0,1,2,-4.839994,0.686364,13.16897816296,1220,1263
1,0,1,1,-4.600018,0.599545,32.84664388406,1137,1162
1,0,1,1,-5.11,0.470417,32.45555978,1368,1406
1,0,1,1,-5.38258,0.537826,13.64513680744,1367,1421
1,0,0,2,-0.600021999999999,0.49875,17.03248368614,1026,1248
1,0,0,1,-0.709978,0.48375,20.31793520274,953,1204
1,0,0,2,-4.395022,0.5375,20.92003435826,883,1000
1,0,1,2,-1.699978,0.861667,15.8261288595,674,683
1,0,1,2,3.283484,0.741739,22.46194301226,1572,1650
1,0,1,2,1.270022,0.538333,21.12350160512,1844,1927
1,0,1,1,-4.285,0.457083,38.08859417876,1468,1543
1,0,0,1,-12.0973936,0.4,18.5427993866,888,981
1,0,0,1,-9.6295678,0.436522,26.589837348,836,986
1,0,1,1,-9.5721742,0.491739,17.0720557474,1330,1416
1,0,1,2,-1.250452,0.616957,13.99535494088,1799,1985
1,0,1,3,-1.645,0.8625,31.684605453,472,506
1,0,1,1,-3.13,0.6875,12.27456331786,416,431
1,0,1,2,-2.570452,0.793043,13.294918674,1129,1167
1,0,0,1,-3.029548,0.651739,15.6740945097,975,1098
1,0,0,1,-1.709548,0.722174,7.977231551428,956,1096
1,0,1,2,-4.065022,0.60375,20.18412340976,1459,1501
1,0,1,2,-3.316516,0.829565,5.73773323114,1313,1360
1,0,1,2,1.16,0.775417,28.49921626024,1454,1526
1,0,1,1,-3.660838,0.437826,29.94882604656,1489,1550
1,0,1,2,-2.053936,0.585217,13.78433988942,1620,1708
1,0,0,2,-0.600021999999999,0.929167,17.36846881662,905,1005
1,0,0,1,2.864978,0.568333,15.289695604,1269,1623
1,0,1,1,1.930022,0.738333,4.896185365974,1592,1712
1,0,1,1,-1.425022,0.537917,39.027541071,1466,1530
1,0,1,2,-7.104322,0.494783,20.36171246942,1552,1605
1,0,1,1,-6.473032,0.437391,23.9303144843,1491,1538
1,0,1,1,-3.519994,0.506364,11.704488419,1597,1746
1,0,0,1,-1.315,0.544167,21.92820540126,1184,1472
1,0,0,1,4.890452,0.457391,28.12991296374,1192,1589
1,0,1,1,11.39,0.375833,45.06125606824,1705,1913
1,0,1,1,1.561742,0.314348,31.41762882172,1675,1815
1,0,1,1,5.005226,0.423478,27.14956097198,1897,2115
1,0,1,1,12.764978,0.505,24.81114328112,2216,2475
1,0,1,1,18.430022,0.516667,28.5657447665,2348,2927
1,0,0,1,10.345022,0.187917,54.71759379614,1103,1635
1,0,0,1,2.824322,0.407826,24.0704879983,1173,1812
1,0,0,2,4.019978,0.605,33.19373506988,912,1107
1,0,1,1,-3.973348,0.577778,21.09967210774,1376,1450
1,0,1,1,-1.365226,0.423043,10.14780763314,1778,1917
1,0,1,2,3.513032,0.697391,27.00992658688,1707,1807
1,0,1,2,8.046968,0.712174,37.36583797542,1341,1461
1,0,0,1,2.645,0.537917,20.11716360038,1545,1969
1,0,0,1,6.669548,0.68,13.50496329344,1708,2402
1,0,1,2,10.880018,0.876364,31.23561890508,1365,1446
1,0,1,1,1.600022,0.535,23.3361944365,1714,1851
1,0,1,1,6.11,0.449583,33.19233333474,1903,2134
1,0,1,1,-2.910022,0.318333,24.34210113812,1562,1685
1,0,1,2,1.270022,0.610417,21.92594105988,1730,1944
1,0,0,2,9.355022,0.789167,27.15818703438,1437,2077
1,0,0,2,8.850452,0.948261,37.01518853886,491,605
1,0,1,1,1.274774,0.551304,36.80654565456,1628,1872
1,0,1,1,3.305,0.420833,13.009180357,1817,2133
1,0,1,2,3.524978,0.775417,23.737845467,1700,1891
1,0,1,3,9.680006,0,28.23709178906,577,623
1,0,1,2,4.890452,0.649565,25.1201719666,1730,1977
1,0,0,1,5.725022,0.594583,23.8052365795,1408,2132
1,0,0,1,9.366968,0.527391,29.17808737112,1435,2417
1,0,1,1,5.464322,0.496957,14.76415275228,1687,2046
1,0,1,2,4.947806,0.655652,19.87326168602,1767,2056
1,0,1,2,8.104322,0.776522,21.90124895626,1871,2192
1,0,1,1,11.39,0.602917,22.59801914662,2320,2744
1,0,1,1,19.64,0.525217,24.90958821826,2355,3239
1,0,0,1,15.185,0.379167,39.69789394526,1693,3117
1,0,0,1,5.945,0.47375,22.39767884738,1424,2471
2,0,1,2,12.40871,0.737391,31.13825222574,1676,2077
2,0,1,1,13.150022,0.624583,24.341669835,2243,2703
2,0,1,2,6.899162,0.839565,25.25937504858,1918,2121
2,0,1,2,2.81,0.805833,26.28652342886,1699,1865
2,0,1,1,1.435022,0.495,24.8781030905,1910,2210
2,0,0,1,1.544978,0.394167,22.59715654038,1515,2496
2,0,0,2,0.700838000000001,0.493913,19.872291254,1221,1693
2,0,1,1,1.446968,0.302174,22.88106181912,1806,2028
2,0,1,1,3.965,0.314167,24.47602075688,2108,2425
2,0,1,2,3.8,0.646667,18.64178345264,1368,1536
2,0,1,3,1.709978,0.918333,23.46784971388,1506,1685
2,0,1,2,3.8,0.68625,27.89539189224,1920,2227
2,0,0,2,4.79,0.65375,21.25742122388,1354,2252
2,0,0,1,8.969978,0.48,19.64725885114,1598,3249
2,0,1,1,21.839978,0.42625,41.57449382038,2381,3115
2,0,1,2,11.335022,0.642083,41.84362696726,1628,1795
2,0,1,1,9.794978,0.470833,28.36497316414,2395,2808
2,0,1,1,12.875,0.602917,17.50141800336,2570,3141
2,0,1,2,6.164978,0.83625,24.47558945376,1299,1471
2,0,0,2,6.605,0.8775,14.34977827974,1576,2455
2,0,0,2,12.160022,0.8575,15.82526625326,1707,2895
2,0,1,2,23.313032,0.716956,34.98666213972,2493,3348
2,0,1,2,17.165,0.739167,29.63904258062,1777,2034
2,0,1,2,11.225,0.819167,27.02297350626,1953,2162
2,0,1,1,14.855,0.540417,11.936313846,2738,3267
2,0,0,1,13.480022,0.67125,24.4090609475,2484,3126
2,0,0,3,12.434978,0.888333,36.74788843024,674,795
2,0,0,1,14.140022,0.479583,32.72469292688,2186,3744
2,0,1,1,17.825,0.5425,17.63673935726,2760,3429
2,0,1,2,17.384978,0.665833,17.03334629238,2795,3204
2,0,1,1,23.27,0.614167,26.0857518265,3331,3944
2,0,1,1,14.305022,0.407083,35.07119755124,3444,4189
2,0,1,2,6.220022,0.729583,23.67002305138,1506,1683
2,0,0,2,14.36,0.887917,24.8781030905,2574,4036
2,0,0,2,22.390022,0.810833,20.7214192715,2481,4191
2,0,1,1,24.040022,0.776667,19.98367528474,3300,4073
2,0,1,1,25.690022,0.729167,35.20511717,3722,4400
2,0,1,2,24.92,0.835417,33.663208516,3325,3872
2,0,1,2,24.755,0.700833,34.60215540824,3489,4058
2,0,1,1,17.66,0.457083,25.88498022414,3717,4595
2,0,0,1,15.185,0.503333,25.3471452335,3347,5312
2,0,0,2,13.810022,0.762083,11.46770300612,2213,3351
2,0,1,2,20.245022,0.73,19.78107064412,3554,4401
2,0,1,2,24.700022,0.697083,36.94833655526,3848,4451
2,0,1,2,11.335022,0.737083,35.47425031688,2378,2633
2,0,1,1,14.305022,0.444167,31.85087280576,3819,4433
2,0,1,1,15.625022,0.59,24.61080298188,3714,4608
2,0,0,1,18.32,0.54125,17.300646401,3102,4714
2,0,0,1,18.869978,0.631667,8.04784665475,2932,4333
2,0,1,1,19.145,0.58875,18.97733728,3698,4362
2,0,1,1,19.145,0.489167,12.47231579838,4109,4803
2,0,1,1,19.805,0.632917,13.00831775076,3632,4182
2,0,1,1,19.31,0.7475,20.45099221526,4169,4864
2,0,1,2,17.825,0.863333,19.3789883105,3413,4105
2,0,0,2,18.374978,0.9225,14.551089011,2507,3409
2,0,0,2,21.125,0.867083,16.49507999862,2971,4553
2,0,1,1,22.115,0.787917,13.67996453438,3185,3958
2,0,1,2,21.070022,0.837917,29.90591138612,3445,4123
2,0,1,2,20.3,0.87,21.72603206376,3319,3855
2,0,1,2,19.034978,0.829583,11.66815113114,3840,4575
2,0,1,1,19.420022,0.719583,13.47962423514,4008,4917
2,0,0,1,23.765,0.626667,13.009180357,3547,5805
2,0,0,1,23.875022,0.749583,15.95907804624,3084,4660
2,0,1,2,25.690022,0.81,25.21419604676,3438,4274
2,0,1,2,27.56,0.740833,22.32985643176,3833,4492
2,0,1,1,27.614978,0.69625,16.63029352674,4238,4978
2,0,1,1,30.749978,0.6775,21.52655437076,3919,4677
2,0,1,1,28.990022,0.65375,25.95140090462,3808,4679
2,0,0,1,27.284978,0.729583,24.80984937176,2757,4758
2,0,0,1,28.055,0.81875,23.06803172164,2433,4788
2,0,0,1,32.399978,0.685,14.1494379805,2549,4098
2,0,1,1,35.15,0.636667,12.00413626162,3309,3982
2,0,1,2,34.435022,0.677083,22.32985643176,3461,3974
2,0,1,1,31.19,0.305,31.51607375886,4232,4968
2,0,1,1,24.92,0.354167,27.29296925938,4414,5312
2,0,0,1,25.91,0.45625,13.27788220076,3473,5342
2,0,0,2,26.789978,0.6525,14.95457307976,3221,4906
2,0,1,1,28.769978,0.6,13.14353127888,3875,4548
2,0,1,1,30.695,0.597917,20.25054409024,4070,4833
2,0,1,1,35.204978,0.622083,14.75239974226,3725,4401
2,0,1,2,37.349978,0.568333,16.16125138374,3352,3915
2,0,1,1,33.83,0.605,15.15534468212,3771,4586
2,0,0,1,31.85,0.654583,16.696822033,3237,4966
2,0,0,1,29.705,0.747917,17.63673935726,2993,4460
2,0,1,1,25.91,0.494583,32.924601923,4157,5020
2,0,1,1,23.875022,0.507083,29.03564951574,4164,4891
2,0,1,1,25.360022,0.471667,18.10524237136,4411,5180
2,0,1,2,25.469978,0.688333,22.26289662238,3222,3767
2,0,1,1,26.845022,0.735833,15.42221348762,3981,4844
2,0,0,1,29.980022,0.670417,12.87526073824,3312,5119
2,0,0,2,30.145022,0.666667,10.99822956,3105,4744
2,0,1,2,25.91,0.74625,16.7642131455,3311,4010
3,0,1,2,28.934978,0.770417,18.4409040245,4061,4835
3,0,1,1,32.399978,0.7075,18.57428451436,3846,4507
3,0,1,2,32.069978,0.703333,25.74922756712,4044,4790
3,0,1,1,31.795022,0.573333,23.9400188045,4022,4991
3,0,0,1,29.87,0.483333,22.59715654038,3420,5202
3,0,0,1,28.88,0.513333,10.193126808474,3385,5305
3,0,1,2,29.045,0.658333,11.60076001864,3854,4708
3,0,1,1,33.115022,0.634167,15.55742701574,3916,4648
3,0,1,1,32.069978,0.497917,28.23105354538,4377,5225
3,0,1,1,29.980022,0.434167,19.98141094336,4488,5515
3,0,1,1,31.685,0.39625,11.06378763424,4116,5362
3,0,0,1,32.729978,0.444583,12.40664989836,2915,5119
3,0,0,2,31.300022,0.6825,24.67679235924,2367,4649
3,0,0,2,31.960022,0.637917,8.785558293776,2978,6043
3,0,1,1,33.280022,0.590417,13.61386733124,3634,4665
3,0,1,1,31.52,0.743333,16.16125138374,3845,4629
3,0,1,1,33.5,0.65125,17.165864176,3838,4592
3,0,1,2,30.805022,0.757917,24.27471002562,3348,4040
3,0,0,1,32.399978,0.609167,18.10524237136,3348,5336
3,0,0,1,33.335,0.578333,19.78290368238,3138,4881
3,0,1,1,34.325,0.635833,30.44320724786,3363,4086
3,0,1,1,36.415022,0.559167,21.59254374812,3596,4258
3,0,1,1,33.280022,0.631667,15.75690470874,3594,4342
3,0,1,1,28.934978,0.47625,25.95010699526,4196,5084
3,0,1,1,27.779978,0.59125,19.71411083474,4220,5538
3,0,0,1,29.320022,0.585,22.46463865676,3505,5923
3,0,0,1,31.465022,0.604167,26.42087435074,3296,5302
3,0,1,1,33.280022,0.65125,23.26923462712,3617,4458
3,0,1,1,35.260022,0.650417,14.082046868,3789,4541
3,0,1,1,34.709978,0.707083,12.27240680226,3688,4332
3,0,1,2,37.79,0.69125,23.93958750138,3152,3784
3,0,1,1,39.989978,0.580417,14.351611318,2825,3387
3,0,0,1,40.045022,0.5,14.14900667738,2298,3285
3,0,0,1,38.78,0.550833,18.24099502838,2556,3606
3,0,1,1,33.059978,0.757083,9.791475777974,3272,3840
3,0,1,1,34.930022,0.540833,21.59297505124,3840,4590
3,0,1,1,35.15,0.402917,19.78204107614,3901,4656
3,0,1,1,35.425022,0.583333,19.24463738862,3784,4390
3,0,1,1,39.329978,0.5425,18.77656567764,3176,3846
3,0,0,1,37.075022,0.465833,18.17263348386,2916,4475
3,0,0,1,37.184978,0.480833,17.77109027914,2778,4302
3,0,1,1,34.930022,0.550833,16.89813276426,3537,4266
3,0,1,1,35.699978,0.49125,22.195936813,4044,4845
3,0,1,2,32.290022,0.6575,14.61934272974,3107,3574
3,0,1,2,30.86,0.7575,21.257852527,3777,4576
3,0,1,1,30.914978,0.630833,19.91499026288,3843,4866
3,0,0,2,31.300022,0.755,24.611234285,2773,4294
3,0,0,1,33.005,0.752917,21.72549293486,2487,3785
3,0,1,1,34.49,0.592083,20.7214192715,3480,4326
3,0,1,1,35.15,0.570417,16.29473969938,3695,4602
3,0,1,1,34.600022,0.424167,21.59297505124,3896,4780
3,0,1,1,31.355,0.42375,17.76925724088,3980,4792
3,0,1,1,30.749978,0.415,13.54518230938,3854,4905
3,0,0,2,29.264978,0.729583,22.80019248412,2646,4150
3,0,0,2,28.660022,0.8175,24.00557687874,2482,3820
3,0,1,1,27.944978,0.712083,22.53062803412,3563,4338
3,0,1,1,30.254978,0.578333,25.48235876162,4004,4725
3,0,1,1,31.739978,0.575417,15.49100633526,4026,4694
3,0,1,1,30.970022,0.654583,25.14583450224,3166,3805
3,0,1,2,29.21,0.722917,15.02099376024,3356,4153
3,0,0,1,30.035,0.674167,11.26423575926,3277,5191
3,0,0,1,30.914978,0.77,26.82209407812,2624,3873
3,0,1,1,29.650022,0.47,29.840784615,3925,4758
3,0,1,1,26.294978,0.455417,15.82483495014,4614,5895
3,0,1,1,28.439978,0.605,27.29156752424,4181,5130
3,0,1,2,29.155022,0.771667,22.73323267474,3107,3542
3,0,1,1,30.2,0.76125,9.05332205325,3893,4661
3,0,0,2,28.88,0.85,40.50119600626,889,1115
3,0,0,1,30.665894,0.561765,32.85009430902,2919,4334
3,0,1,1,26.020022,0.554583,17.2332552885,3905,4634
3,0,1,1,26.185022,0.548333,13.47908510624,4429,5204
3,0,1,1,27.340022,0.597917,8.985478072474,4370,5058
3,0,1,1,27.23,0.639167,15.28926430088,4332,5115
3,0,1,2,26.459978,0.727083,15.08795356962,3852,4727
3,0,0,1,28.165022,0.716667,19.9828126785,2549,4484
3,0,0,1,30.805022,0.742083,22.26246531926,2419,4940
3,0,0,2,28.439978,0.790417,22.93411210288,2115,3351
3,0,1,3,19.64,0.886957,37.08592225054,2506,2710
3,0,1,3,23.545022,0.917083,10.461343436224,1878,1996
3,0,1,3,25.838258,0.939565,20.78320344344,1689,1842
3,0,1,2,26.9,0.897917,13.41126269062,3127,3544
3,0,0,1,27.56,0.75375,16.56290241424,3595,5345
3,0,0,1,27.119978,0.71375,12.40578729212,3413,5046
3,0,1,1,26.526968,0.692174,9.58711357714,4023,4713
3,0,1,1,26.954978,0.7125,15.29012690712,4062,4763
3,0,1,1,28.439978,0.697083,18.039252994,4138,4785
3,0,1,2,22.115,0.709167,29.23652894388,3231,3659
3,0,1,2,14.965022,0.590417,17.70316003774,4018,4760
3,0,0,2,16.450022,0.718333,20.4518548215,3077,4511
3,0,0,1,17.495,0.695,19.24506869174,2921,4274
3,0,1,2,20.245022,0.69,16.36169950876,3848,4539
3,0,1,2,21.070022,0.88125,14.55152031412,3203,3641
3,0,1,2,23.27,0.9,10.394858060276,3813,4352
3,0,1,2,25.469978,0.902083,13.8151780625,4240,4795
4,0,1,2,24.205022,0.9725,8.449950553526,2137,2395
4,0,0,2,24.040022,0.8625,8.451740461474,3647,5423
4,0,0,2,25.855022,0.845,5.432176535776,3466,5010
4,0,1,2,26.845022,0.848333,11.936313846,3946,4630
4,0,1,2,26.020022,0.885417,12.74188024838,3643,4120
4,0,1,2,25.91,0.84875,16.02603785562,3427,3907
4,0,1,1,24.700022,0.699167,18.64124432374,4186,4839
4,0,1,1,21.235022,0.6475,22.2633279255,4372,5202
4,0,0,2,11.06,0.75375,31.51704419088,1949,2429
4,0,0,2,7.540022,0.791667,23.93872489514,2302,2918
4,0,1,2,9.355022,0.760833,8.986825894724,3240,3570
4,0,1,1,15.955022,0.71,22.19636811612,3970,4456
4,0,1,1,19.529978,0.647917,19.112119505,4267,4826
4,0,1,1,16.615022,0.620833,14.55152031412,4126,4765
4,0,1,1,17.714978,0.684167,2.414402518026,4036,4985
4,0,0,1,18.430022,0.70125,4.895743280276,3174,5409
4,0,0,1,19.694978,0.7275,6.841545741,3114,5511
4,0,0,1,21.674978,0.73375,4.561483362276,3603,5117
4,0,1,2,21.400022,0.80875,15.42361522276,3896,4563
4,0,1,3,19.859978,0.90625,26.756967307,2199,2416
4,0,1,2,22.885022,0.896667,15.28829386886,2623,2913
4,0,1,2,20.354978,0.71625,24.14035910374,3115,3644
4,0,0,1,17.440022,0.483333,27.82800077974,3318,5217
4,0,0,1,17.770022,0.486667,30.37635526426,3293,5041
4,0,1,1,19.255022,0.579583,18.91037747062,3857,4570
4,0,1,2,19.145,0.701667,11.87021664286,4111,4748
4,0,1,3,19.754774,0.895217,26.23821747942,2170,2424
4,0,1,1,15.404978,0.63625,45.5321312495,3724,4195
4,0,1,1,12.215,0.574167,23.87219638888,3628,4304
4,0,0,1,11.885,0.629167,9.991859207526,2809,4308
4,0,0,1,11.830022,0.74125,10.73001293225,2762,4381
4,0,1,1,14.579978,0.772083,12.80884005776,3488,4187
4,0,1,1,15.130022,0.622917,17.97002884324,3992,4687
4,0,1,2,15.955022,0.720417,16.02743959076,3490,3894
4,0,1,2,15.02,0.812917,21.32394973014,2419,2659
4,0,1,2,5.834978,0.585833,24.74375216862,3291,3747
4,0,0,3,0.775022,0.8825,37.88685214438,570,627
4,0,0,1,5.065022,0.62375,19.04386578626,2446,3331
4,0,1,1,6.44,0.703333,11.467271703,3307,3669
4,0,1,1,10.454978,0.68375,14.61804882038,3658,4068
4,0,1,1,8.915,0.71875,8.851601584026,3816,4186
4,0,1,1,10.949978,0.702083,14.75239974226,3656,3974
4,0,1,2,10.619978,0.6225,29.30478266262,3576,4046
4,0,0,1,5.560022,0.519167,20.38575761836,2770,3926
4,0,0,1,6.989978,0.734583,9.925815917276,2697,3649
4,0,1,1,10.07,0.75875,6.1703302605,3662,4035
4,0,1,1,10.949978,0.721667,7.44402228675,3829,4205
4,0,1,1,10.4,0.758333,6.706310647724,3804,4109
4,0,1,2,9.08,0.813333,20.38629674726,2743,2933
4,0,0,1,5.395022,0.44625,33.9300773215,2928,3368
4,0,0,1,7.540022,0.552917,22.86575055836,2792,4067
4,0,0,1,13.094978,0.458333,30.37678656738,2713,3717
4,0,1,1,18.98,0.587083,33.05895284488,3891,4486
4,0,1,2,18.98,0.68875,21.52558393874,3746,4195
4,0,1,3,14.140022,0.93,14.75369365162,1672,1817
4,0,1,2,6.550022,0.575833,32.92589583236,2914,3053
4,0,1,1,2.095022,0.41,18.17220218074,3147,3392
4,0,0,1,5.725022,0.502083,24.20645630688,2720,3663
4,0,0,2,14.579978,0.684583,20.050203791,2733,3520
4,0,1,3,13.535,0.91,14.88578023212,2545,2765
4,0,1,3,11.500022,0.9625,12.80884005776,1538,1607
4,0,1,2,13.094978,0.757917,36.2105925685,2454,2566
4,0,0,1,8.639978,0.549167,18.03968429712,935,1495
4,0,1,1,8.75,0.64375,10.663516773724,1697,2792
4,0,0,1,8.804978,0.681667,7.377526128224,1819,3068
4,0,0,1,14.305022,0.698333,22.53062803412,2261,3071
4,0,1,1,17.229548,0.743043,15.32441550516,3614,3867
4,0,1,2,14.249978,0.830833,27.82897121176,2818,2914
4,0,1,1,5.45,0.613333,29.23782285324,3425,3613
4,0,1,1,4.625,0.524583,23.73870807324,3545,3727
4,0,1,1,4.735022,0.625833,10.86387863812,3672,3940
4,0,0,1,3.745022,0.612917,10.327909033474,2908,3614
4,0,0,1,5.834978,0.775833,9.052869184974,2851,3485
4,0,1,2,9.464978,0.827083,6.707658469974,3578,3811
4,0,1,3,14.525,0.949583,25.07844338974,2468,2594
4,0,1,3,11.06,0.970417,28.7005269915,655,705
4,0,1,1,1.544978,0.58,25.88444109524,3172,3322
4,0,1,1,3.194978,0.695833,8.918992696526,3359,3620
4,0,0,1,2.15,0.5075,25.14723623738,2688,3190
4,0,0,1,-1.425022,0.49,7.174910705026,2366,2743
4,0,1,1,-0.270022000000001,0.670833,6.841545741,3167,3310
4,0,1,1,2.645,0.59,15.154913379,3368,3523
4,0,1,2,4.955,0.66375,6.572876244974,3562,3740
4,0,1,2,11.885,0.634167,28.90183772276,3528,3709
4,0,1,2,8.75,0.500417,28.0967026235,3399,3577
4,0,0,2,1.049978,0.560833,26.21967144526,2464,2739
4,0,0,1,-0.270022000000001,0.58625,18.30655310262,2211,2431
4,0,1,1,2.260022,0.6375,18.64264605888,3143,3403
4,0,1,2,9.464978,0.595417,6.638919535224,3534,3750
1,0,1,2,12.269978,0.858333,23.872627692,2553,2660
1,0,1,2,11.939978,0.7575,5.0974637495,2841,3068
1,0,1,1,8.639978,0.68625,29.57078886188,2046,2209
1,0,0,1,3.965,0.5425,20.51967723712,856,1011
1,0,0,1,2.135678,0.681304,16.72280804598,451,754
1,0,0,1,5.234774,0.506957,25.8205004077,887,1317
1,0,1,2,5.45,0.7625,20.319768241,1059,1162
1,0,1,1,3.74258,0.503913,31.69657411458,2047,2302
1,0,1,1,0.389977999999999,0.574167,12.87569204136,2169,2423
1,0,1,1,4.570022,0.636667,14.48499180786,2508,2999
1,0,0,1,11.06,0.615833,23.73827677012,1820,2485
