carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Fair,F,VS2,64.7,54.0,3931,6.09,6.03,3.92
2.01,Very Good,E,SI2,60.6,59.0,17118,8.11,8.25,4.96
1.56,Ideal,I,VS2,61.8,56.0,10333,7.41,7.45,4.59
0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
0.9,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85
0.54,Ideal,D,VVS1,61.2,57.0,3494,5.25,5.27,3.22
0.28,Ideal,E,VVS2,60.8,55.0,787,4.26,4.29,2.6
0.35,Ideal,E,VS2,62.0,55.0,984,4.54,4.52,2.81
0.96,Fair,G,SI2,66.8,61.0,2539,6.15,6.04,4.07
0.32,Ideal,D,VS2,62.7,57.0,758,4.4,4.44,2.77
1.2,Very Good,F,VS2,61.1,59.0,8436,6.81,6.87,4.18
0.34,Ideal,D,VS2,60.8,57.0,730,4.52,4.56,2.76
1.03,Ideal,G,VVS1,62.4,57.0,8454,6.39,6.47,4.01
1.51,Fair,D,VS2,66.0,57.0,15152,7.17,7.08,4.7
0.3,Ideal,F,VVS1,62.1,55.0,868,4.31,4.32,2.68
0.54,Very Good,D,SI1,62.1,58.0,1662,5.21,5.23,3.24
0.28,Ideal,H,VVS2,61.2,55.0,514,4.18,4.22,2.57
0.3,Ideal,D,SI1,61.4,55.0,552,4.29,4.34,2.65
1.57,Premium,G,SI2,61.1,61.0,8572,7.46,7.43,4.55
0.9,Ideal,G,SI1,61.6,57.0,3931,6.24,6.17,3.82
1.0,Good,E,SI1,63.1,64.0,4435,6.31,6.25,3.96
1.53,Fair,J,VS2,64.7,58.0,6659,7.24,7.22,4.68
0.51,Premium,G,SI1,62.0,59.0,1053,5.12,5.1,3.17
0.32,Premium,G,VS2,62.0,59.0,720,4.41,4.37,2.72
0.41,Ideal,F,VS2,61.8,56.0,863,4.76,4.79,2.95
0.5,Premium,F,VS2,60.9,58.0,1436,5.1,5.14,3.12
1.42,Ideal,J,VS2,61.7,56.0,7942,7.22,7.27,4.47
0.83,Premium,E,VS2,61.3,59.0,3625,6.08,6.02,3.71
1.01,Very Good,E,VVS2,63.4,57.0,8797,6.45,6.33,4.05
1.51,Premium,I,SI2,62.6,59.0,7162,7.28,7.31,4.57
0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09
1.73,Premium,H,SI1,61.8,57.0,12931,7.77,7.64,4.76
0.31,Good,I,VS1,63.9,56.0,489,4.28,4.3,2.74
0.31,Premium,I,VS2,62.3,60.0,435,4.31,4.32,2.69
1.34,Premium,E,VS2,58.2,60.0,8480,7.26,7.21,4.21
0.57,Ideal,H,VS2,61.6,57.0,1655,5.35,5.37,3.3
0.7,Ideal,F,VS2,61.8,54.0,2671,5.68,5.71,3.52
0.41,Very Good,I,VVS1,63.5,58.0,845,4.7,4.75,3.0
0.3,Ideal,G,VS1,62.8,57.0,776,4.29,4.25,2.68
0.63,Premium,E,VS1,61.8,60.0,2064,5.51,5.49,3.4
0.33,Premium,H,VS1,61.9,58.0,743,4.45,4.43,2.75
1.44,Good,G,VS1,63.6,58.0,9677,7.01,6.96,4.44
0.59,Ideal,E,SI1,61.6,55.0,1994,5.41,5.43,3.34
1.01,Ideal,F,VS1,60.7,57.0,7792,6.52,6.49,3.95
1.01,Premium,G,SI1,62.5,60.0,4588,6.34,6.39,3.98
0.71,Premium,I,VS2,59.3,59.0,2300,5.89,5.81,3.47
1.1,Very Good,I,SI2,62.6,59.0,4192,6.53,6.57,4.1
0.3,Premium,D,VS2,61.9,58.0,911,4.32,4.28,2.66
1.22,Ideal,G,VVS1,61.5,56.0,12081,6.86,6.9,4.23
0.33,Ideal,E,VS2,61.1,56.0,723,4.45,4.48,2.73
0.9,Ideal,E,VS1,61.7,56.0,6230,6.19,6.22,3.83
1.2,Premium,D,SI2,60.2,60.0,4203,6.94,6.81,4.14
0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86
1.32,Premium,G,VS1,60.6,57.0,9979,7.14,7.09,4.31
1.23,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27
0.72,Ideal,H,VS1,61.6,59.0,2642,5.75,5.78,3.55
1.51,Very Good,I,VS1,63.0,59.0,9343,7.28,7.3,4.59
0.56,Good,F,VS1,63.2,61.0,1712,5.2,5.28,3.3
0.32,Premium,D,VS2,62.0,57.0,972,4.42,4.38,2.73
0.92,Good,H,VS1,62.3,63.0,4116,6.18,6.3,3.88
0.51,Premium,G,VS1,62.1,58.0,1662,5.12,5.09,3.17
0.7,Fair,H,SI1,65.3,55.0,1865,5.58,5.54,3.63
0.24,Premium,E,VVS1,60.7,58.0,553,4.01,4.03,2.44
0.57,Ideal,E,VS1,61.8,55.0,2192,5.34,5.39,3.32
1.0,Premium,G,VS2,63.0,58.0,6048,6.4,6.33,4.01
0.91,Good,F,SI1,58.0,57.0,4067,6.36,6.47,3.72
0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
1.51,Fair,E,SI1,58.4,70.0,11102,7.55,7.39,4.36
0.53,Very Good,E,VVS2,62.3,55.0,2280,5.18,5.22,3.23
0.7,Good,I,SI1,58.2,61.0,2028,5.8,5.84,3.39
0.44,Ideal,D,VS2,60.4,56.0,1081,4.91,4.95,2.98
0.9,Ideal,F,VS2,62.7,56.0,4678,6.17,6.2,3.88
0.23,Very Good,G,VVS1,61.5,56.0,484,3.92,3.96,2.42
0.58,Ideal,E,VS2,61.7,57.0,1683,5.35,5.42,3.32
0.31,Ideal,F,IF,62.3,54.0,914,4.33,4.37,2.71
0.71,Very Good,G,VS1,63.3,56.0,2494,5.67,5.64,3.58
1.52,Very Good,I,SI1,59.9,60.0,9290,7.46,7.49,4.48
1.01,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99
0.42,Ideal,D,SI1,61.9,56.0,810,4.82,4.84,2.99
0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
1.07,Ideal,D,SI1,61.8,55.0,5872,6.59,6.54,4.06
0.7,Very Good,F,SI2,59.6,61.0,2039,5.8,5.88,3.48
0.71,Premium,E,SI1,62.7,56.0,2743,5.71,5.64,3.56
1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56
0.3,Premium,D,SI2,60.9,58.0,574,4.32,4.29,2.62
0.51,Premium,D,SI1,62.7,59.0,1574,5.08,5.06,3.18
0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44
2.03,Very Good,I,SI1,62.3,60.0,16392,8.01,8.07,5.01
0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
0.52,Ideal,G,VVS2,61.4,55.3,1957,5.18,5.21,3.19
0.81,Ideal,I,SI2,61.7,59.0,2386,5.92,6.0,3.68
0.71,Ideal,F,SI2,62.1,54.0,2365,5.72,5.74,3.56
0.32,Ideal,G,VVS1,61.8,56.0,786,4.39,4.41,2.72
1.04,Very Good,E,VS1,63.0,55.0,7751,6.45,6.5,4.08
1.5,Good,D,SI2,62.4,61.0,8517,7.23,7.36,4.55
0.3,Premium,G,VS2,60.8,61.0,675,4.34,4.31,2.63
0.41,Ideal,D,SI1,62.2,57.0,1015,4.76,4.7,2.94
0.43,Premium,H,SI1,61.5,58.0,919,4.86,4.8,2.97
0.4,Ideal,E,VVS1,60.8,57.0,1278,4.79,4.82,2.92
1.01,Good,E,VS2,65.4,56.0,6004,6.18,6.23,4.06
0.52,Good,H,SI1,63.6,62.0,1073,5.11,5.04,3.23
0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
0.66,Good,G,VS2,58.1,59.9,2101,5.68,5.72,3.31
0.33,Ideal,H,SI1,63.0,56.0,594,4.42,4.41,2.78
1.33,Ideal,H,VS2,62.6,57.0,7850,7.02,6.98,4.38
1.02,Premium,D,VS2,59.8,61.0,6909,6.61,6.54,3.93
0.7,Fair,H,VS2,57.0,58.0,1981,5.87,5.89,3.35
0.73,Ideal,J,VS2,62.8,55.0,2054,5.69,5.72,3.58
1.02,Very Good,D,IF,62.7,57.0,15306,6.36,6.46,4.02
0.7,Premium,E,SI1,59.1,62.0,2592,5.8,5.74,3.41
0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
1.01,Very Good,J,SI1,62.8,57.0,3998,6.37,6.41,4.01
1.51,Very Good,I,VS1,63.1,53.0,9513,7.34,7.25,4.6
0.98,Very Good,G,SI2,62.2,57.0,4542,6.33,6.37,3.95
0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53
1.12,Ideal,I,SI1,60.3,57.0,6143,6.74,6.79,4.08
1.29,Very Good,F,SI2,63.4,57.0,4977,6.92,6.77,4.35
1.01,Premium,G,SI2,61.5,58.0,3461,6.51,6.44,3.98
1.21,Ideal,F,VS2,61.3,56.0,9397,6.86,6.91,4.22
0.7,Fair,G,VS1,65.2,57.0,2290,5.56,5.52,3.61
1.08,Ideal,H,SI2,60.4,57.0,4536,6.68,6.63,4.02
1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3
1.5,Ideal,G,SI2,62.0,57.0,8736,7.31,7.26,4.52
1.01,Premium,H,VS1,61.1,58.0,5416,6.45,6.48,3.95
0.58,Very Good,E,SI1,61.5,58.0,1424,5.31,5.36,3.28
0.72,Very Good,J,VS2,63.2,60.0,1814,5.77,5.7,3.63
0.77,Good,D,VS2,63.1,57.0,3489,5.83,5.86,3.69
0.3,Very Good,D,VS1,62.0,55.0,863,4.31,4.35,2.68
1.0,Premium,J,SI1,58.7,58.0,3920,6.55,6.51,3.83
1.21,Ideal,H,SI2,62.1,55.0,5692,6.87,6.82,4.25
0.75,Premium,G,SI1,60.9,58.0,2631,5.87,5.83,3.56
0.33,Ideal,E,VVS1,62.6,58.0,852,4.36,4.4,2.74
0.5,Premium,F,SI1,59.6,61.0,1125,5.15,5.12,3.06
0.21,Premium,E,SI2,61.9,56.0,394,3.84,3.82,2.37
0.3,Very Good,G,VVS2,63.5,56.0,878,4.34,4.29,2.74
0.71,Very Good,G,VS2,64.5,57.0,2382,5.56,5.6,3.6
0.48,Good,G,VS1,57.8,60.9,1262,5.12,5.19,2.97
1.02,Very Good,H,SI2,63.1,59.0,4284,6.43,6.37,4.04
1.16,Premium,I,SI1,61.5,57.0,5002,6.79,6.73,4.16
0.66,Good,G,VS1,59.0,62.0,2055,5.66,5.72,3.35
1.07,Very Good,E,SI1,60.4,63.0,4314,6.67,6.6,4.01
1.76,Ideal,I,SI2,61.2,55.0,9714,7.79,7.76,4.76
0.72,Very Good,J,SI1,62.7,56.0,1666,5.66,5.72,3.57
0.7,Ideal,I,VS1,62.1,57.0,2398,5.69,5.71,3.54
2.02,Good,I,SI1,64.3,56.0,13286,7.85,7.99,5.09
0.41,Ideal,F,VVS1,62.3,57.0,1356,4.77,4.73,2.96
0.58,Fair,D,SI2,65.1,58.0,1156,5.25,5.22,3.41
1.01,Premium,G,SI1,61.3,59.0,5006,6.48,6.44,3.96
0.26,Good,F,VVS1,64.0,57.0,524,4.03,4.06,2.59
1.03,Premium,F,VS2,62.4,58.0,6307,6.47,6.42,4.02
0.42,Very Good,G,VS1,60.6,58.0,921,4.82,4.95,2.96
0.59,Ideal,H,SI2,61.9,55.0,1292,5.37,5.39,3.33
0.41,Very Good,F,SI2,62.6,54.0,612,4.75,4.77,2.98
1.5,Good,J,VS1,63.3,57.0,8736,7.2,7.24,4.57
1.0,Premium,E,SI1,60.5,59.0,5396,6.45,6.4,3.89
1.0,Very Good,H,SI1,62.1,58.0,5247,6.44,6.45,4.0
0.31,Ideal,F,VS2,62.3,55.0,802,4.38,4.35,2.72
1.01,Premium,G,SI2,62.9,57.0,3750,6.39,6.33,4.0
0.55,Premium,E,SI2,58.4,61.0,1134,5.37,5.31,3.12
0.79,Very Good,I,SI1,63.3,57.0,2095,5.86,5.83,3.7
1.01,Very Good,D,SI2,60.1,60.0,4690,6.41,6.47,3.87
0.73,Premium,F,SI1,61.7,58.0,2527,5.74,5.7,3.53
0.51,Very Good,F,SI2,62.7,56.0,1100,5.07,5.1,3.19
1.0,Premium,H,SI1,62.1,56.0,4788,6.48,6.38,3.99
0.44,Very Good,D,VS2,62.8,58.0,850,4.79,4.86,3.03
0.73,Ideal,E,VS1,61.2,57.0,3620,5.85,5.8,3.57
1.12,Premium,E,I1,61.0,59.0,3942,6.7,6.74,4.1
1.04,Ideal,F,VS1,61.4,57.0,7015,6.51,6.56,4.01
1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03
1.02,Very Good,E,VVS1,60.2,60.0,10641,6.39,6.54,3.89
1.01,Premium,H,SI1,62.8,58.0,3869,6.43,6.34,4.01
0.54,Very Good,D,VS2,60.7,57.0,2113,5.24,5.29,3.2
1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
1.0,Good,G,VS2,63.4,61.0,5600,6.23,6.29,3.97
1.58,Very Good,G,SI2,60.0,53.0,9037,7.59,7.64,4.57
0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52
1.35,Very Good,J,VS1,62.1,56.0,5759,7.04,7.1,4.39
0.71,Ideal,D,VS2,61.0,56.0,3838,5.76,5.81,3.53
1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02
0.31,Ideal,D,VS2,59.4,57.0,879,4.5,4.45,2.66
0.33,Ideal,E,VS2,60.8,57.0,723,4.45,4.47,2.71
1.01,Very Good,E,SI2,63.3,57.0,4270,6.39,6.31,4.02
1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2
0.55,Premium,E,VS2,61.5,56.0,1881,5.28,5.25,3.24
0.37,Premium,E,VS2,58.9,61.0,1041,4.68,4.66,2.75
0.6,Premium,D,SI1,62.8,61.0,2106,5.41,5.33,3.37
1.52,Good,H,SI1,63.8,60.0,9898,7.24,7.3,4.64
0.31,Ideal,D,VVS2,61.2,59.0,805,4.37,4.39,2.68
1.27,Premium,G,VVS2,61.0,58.0,10389,7.01,6.96,4.26
1.54,Premium,H,VS2,61.0,60.0,10977,7.42,7.46,4.54
1.52,Ideal,H,VS2,61.8,54.0,11379,7.42,7.43,4.59
0.57,Very Good,I,SI1,61.8,57.0,1173,5.31,5.34,3.29
0.33,Ideal,E,VS2,62.1,56.0,928,4.46,4.43,2.76
0.77,Ideal,G,VS1,62.2,56.0,3148,5.9,5.85,3.66
1.51,Ideal,E,VS1,61.5,57.0,18729,7.34,7.4,4.53
1.06,Ideal,I,SI2,62.7,58.0,4591,6.48,6.5,4.07
1.01,Very Good,F,SI1,61.0,57.0,5174,6.44,6.54,3.96
0.3,Very Good,E,VS2,60.7,63.0,612,4.32,4.35,2.63
2.03,Fair,H,I1,64.4,59.0,6002,7.91,7.85,5.07
0.85,Fair,G,VS1,57.7,67.0,2998,6.26,6.19,3.59
0.32,Premium,H,VS2,62.5,59.0,648,4.38,4.33,2.72
0.5,Fair,E,SI2,58.0,67.0,851,5.26,5.17,3.02
0.56,Ideal,E,VS1,62.7,56.0,1608,5.26,5.3,3.31
0.8,Ideal,F,SI1,60.1,60.0,3293,5.98,6.03,3.61
0.34,Premium,F,SI1,59.8,58.0,566,4.53,4.57,2.72
0.41,Premium,G,VS2,60.9,58.0,1061,4.83,4.8,2.93
0.52,Ideal,F,VS2,61.2,56.0,1625,5.19,5.37,3.2
0.31,Ideal,I,VS1,62.4,53.0,507,4.33,4.36,2.71
0.31,Ideal,E,VVS2,61.9,54.0,767,4.38,4.41,2.72
1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06
1.01,Ideal,G,SI1,61.5,56.0,4129,6.52,6.46,3.99
1.52,Premium,H,SI2,62.0,58.0,7764,7.37,7.34,4.56
0.32,Good,D,SI2,63.4,56.0,477,4.36,4.38,2.77
0.9,Premium,H,VS2,60.4,59.0,4321,6.24,6.27,3.78
0.32,Very Good,D,SI1,60.1,60.0,619,4.38,4.4,2.64
0.42,Ideal,F,SI1,60.9,55.0,992,4.88,4.84,2.96
1.5,Fair,D,I1,64.7,62.0,5460,7.19,7.04,4.6
0.3,Very Good,H,VS2,63.0,59.0,473,4.25,4.29,2.69
0.52,Ideal,G,VVS2,61.7,56.0,2012,5.16,5.14,3.18
1.21,Fair,G,SI1,64.5,56.0,4637,6.69,6.62,4.29
0.32,Premium,G,VS1,62.1,56.0,828,4.43,4.4,2.74
0.34,Ideal,E,VS1,61.6,55.0,790,4.5,4.52,2.78
0.57,Very Good,G,VS2,62.6,55.0,1608,5.26,5.31,3.31
0.5,Fair,F,I1,69.8,55.0,584,4.89,4.8,3.38
0.35,Ideal,I,SI1,61.3,54.0,606,4.56,4.51,2.78
0.9,Premium,G,SI1,62.9,58.0,3774,6.11,6.02,3.82
0.5,Good,G,VVS2,63.8,56.0,1806,5.06,5.03,3.22
1.57,Ideal,I,SI2,62.8,57.0,7385,7.39,7.36,4.63
0.35,Premium,E,VS2,61.9,61.0,919,4.54,4.5,2.8
0.71,Premium,F,SI1,61.1,62.0,2317,5.76,5.72,3.51
0.28,Very Good,G,VS2,62.0,56.0,427,4.16,4.19,2.59
0.39,Premium,G,SI2,62.7,54.0,746,4.71,4.64,2.93
0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
1.2,Very Good,F,SI2,62.2,62.0,5247,6.7,6.77,4.19
0.74,Very Good,E,SI2,61.0,57.0,2574,5.83,5.88,3.57
0.32,Ideal,G,VS1,61.2,56.0,645,4.42,4.44,2.71
0.32,Premium,I,VS2,61.1,57.0,576,4.42,4.39,2.69
0.31,Ideal,E,VVS1,60.5,57.0,942,4.38,4.41,2.66
1.27,Good,J,SI2,66.0,59.0,4542,6.71,6.75,4.44
0.9,Premium,H,VS2,61.8,56.0,4082,6.25,6.18,3.84
0.39,Very Good,G,VS1,60.3,59.0,790,4.71,4.77,2.86
1.24,Premium,E,SI2,60.5,62.0,4666,6.97,6.89,4.19
0.41,Ideal,D,SI2,62.6,57.0,841,4.77,4.72,2.97
1.21,Very Good,H,VS2,62.9,55.0,7426,6.75,6.8,4.26
0.31,Premium,E,SI2,60.9,60.0,435,4.35,4.38,2.66
0.32,Ideal,I,VS1,62.1,57.0,605,4.42,4.37,2.73
0.7,Ideal,E,SI2,62.1,56.0,2475,5.68,5.65,3.52
1.08,Very Good,F,SI2,63.1,59.0,3590,6.51,6.46,4.09
1.01,Very Good,H,VS2,63.1,62.0,4208,6.18,6.15,3.89
0.31,Ideal,G,IF,62.6,53.0,891,4.36,4.39,2.74
1.06,Premium,G,SI2,61.9,60.0,4571,6.53,6.52,4.04
0.3,Premium,H,VS1,62.2,60.0,675,4.29,4.23,2.65
0.36,Premium,I,VS1,60.3,60.0,729,4.64,4.58,2.78
0.25,Ideal,F,VS1,62.1,57.0,595,4.01,4.04,2.5
1.0,Good,E,SI1,60.4,61.0,4916,6.37,6.44,3.87
2.01,Premium,J,VS2,60.4,59.0,13619,8.1,8.15,4.91
0.23,Very Good,E,VVS2,61.3,57.0,505,3.97,4.02,2.45
1.53,Premium,J,VVS1,61.6,59.0,9555,7.39,7.35,4.54
0.75,Good,E,SI2,59.7,62.0,2497,5.85,5.88,3.5
0.44,Premium,H,VS2,61.3,58.0,1040,4.91,4.88,3.0
0.33,Ideal,I,IF,61.8,55.0,891,4.47,4.46,2.76
0.32,Ideal,E,SI2,62.7,55.0,449,4.39,4.42,2.76
0.3,Ideal,H,VS2,60.7,57.0,473,4.33,4.37,2.64
1.0,Good,F,SI1,62.5,57.0,4504,6.28,6.39,3.96
0.41,Ideal,G,SI1,62.6,54.0,923,4.78,4.74,2.98
0.3,Very Good,H,SI1,61.6,62.0,421,4.24,4.3,2.63
1.05,Very Good,F,VS2,62.8,57.0,6808,6.45,6.48,4.06
0.53,Ideal,G,VS1,62.4,54.0,1659,5.18,5.21,3.24
0.4,Very Good,E,SI1,62.2,56.0,694,4.71,4.74,2.94
0.7,Good,H,SI1,63.7,59.0,2335,5.59,5.53,3.54
1.05,Very Good,G,SI1,59.1,57.0,4429,6.63,6.73,3.95
0.74,Good,J,VS2,60.6,62.6,1912,5.79,5.85,3.53
2.01,Good,I,VS2,63.6,57.0,16003,7.87,7.95,5.03
0.76,Ideal,G,VS1,61.6,56.0,3372,5.82,5.87,3.6
0.8,Very Good,E,VS1,63.2,54.0,3831,5.88,5.93,3.73
0.33,Very Good,F,VS2,61.2,58.0,666,4.45,4.5,2.74
0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59
0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
0.32,Ideal,H,VS2,61.7,56.0,534,4.39,4.42,2.72
1.5,Fair,I,I1,69.7,56.0,4704,6.94,6.9,4.82
1.7,Premium,G,VS2,59.0,58.0,15797,7.8,7.85,4.62
1.02,Premium,G,SI1,61.0,59.0,4718,6.48,6.44,3.94
0.39,Premium,G,VS1,62.6,58.0,855,4.66,4.7,2.93
0.3,Very Good,G,VVS2,60.3,57.0,631,4.35,4.36,2.63
1.72,Ideal,E,I1,62.2,55.0,7802,7.7,7.67,4.78
0.43,Ideal,G,IF,61.9,53.0,1318,4.87,4.88,3.02
1.2,Very Good,D,SI1,60.7,58.0,7191,6.81,6.86,4.15
0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31
1.53,Premium,H,VVS2,60.4,60.0,12092,7.46,7.41,4.49
1.03,Premium,H,VS2,62.6,56.0,5364,6.43,6.38,4.01
0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
1.4,Fair,F,VS2,66.5,56.0,8216,6.83,6.76,4.52
0.2,Premium,E,VS2,59.7,62.0,367,3.84,3.8,2.28
0.7,Very Good,E,SI2,63.5,54.0,2310,5.69,5.64,3.6
2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03
0.4,Very Good,F,VVS2,62.0,56.0,1049,4.71,4.74,2.93
0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7
1.5,Premium,F,VS2,62.4,57.0,13333,7.38,7.29,4.58
1.28,Ideal,G,IF,60.8,57.0,11372,7.02,7.05,4.28
1.26,Ideal,H,SI1,61.0,56.0,6715,7.0,7.04,4.28
0.54,Premium,E,VVS2,61.0,59.0,2313,5.28,5.27,3.22
0.27,Very Good,E,VS2,63.1,57.0,470,4.07,4.11,2.58
1.03,Fair,I,SI2,65.2,56.0,3530,6.42,6.35,4.16
1.5,Premium,E,VS2,60.7,60.0,14386,7.41,7.32,4.47
0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78
0.45,Ideal,J,VVS1,61.9,56.0,978,4.93,4.95,3.06
0.74,Very Good,D,VS2,59.8,58.0,3476,5.9,5.94,3.54
1.51,Premium,I,SI1,61.7,60.0,9344,7.31,7.27,4.5
0.81,Ideal,H,SI1,61.4,56.0,3446,6.0,6.05,3.7
1.0,Good,G,VS1,64.4,58.0,5906,6.23,6.29,4.03
0.27,Very Good,F,VS2,63.3,58.0,470,4.08,4.1,2.59
0.59,Ideal,G,VVS2,62.7,56.0,2125,5.33,5.36,3.35
0.33,Ideal,G,IF,61.6,55.0,1052,4.51,4.48,2.77
1.2,Ideal,G,SI2,58.9,60.0,5562,6.98,6.94,4.1
0.9,Good,E,SI2,61.9,62.0,3422,6.14,6.18,3.81
0.71,Fair,H,SI1,65.1,56.0,2112,5.63,5.55,3.64
0.54,Very Good,G,IF,62.5,58.0,2128,5.19,5.27,3.27
1.25,Very Good,H,VS2,63.3,57.0,7525,6.87,6.82,4.33
1.24,Ideal,G,VVS2,61.2,56.0,9788,6.92,6.88,4.22
0.32,Ideal,I,SI1,60.7,57.0,432,4.42,4.47,2.7
0.7,Premium,H,VVS1,60.9,60.0,2406,5.76,5.71,3.49
1.03,Ideal,H,SI1,61.0,55.0,4759,6.56,6.59,4.01
1.0,Very Good,F,SI1,58.1,63.0,4586,6.45,6.36,3.72
1.16,Ideal,D,VVS2,62.0,55.0,12989,6.68,6.72,4.19
0.51,Ideal,F,VVS1,61.4,56.0,2726,5.15,5.17,3.17
0.71,Very Good,F,VS1,62.6,55.0,2893,5.66,5.71,3.56
0.32,Ideal,H,VS1,61.0,56.0,580,4.43,4.45,2.71
0.42,Premium,E,SI1,62.7,57.0,992,4.83,4.77,3.01
0.4,Good,F,SI1,63.6,56.0,687,4.63,4.68,2.96
0.42,Premium,F,SI1,60.8,58.0,992,4.87,4.83,2.95
1.52,Good,J,VS2,63.5,58.0,7370,7.24,7.28,4.61
1.09,Very Good,F,SI2,63.2,58.0,4853,6.54,6.49,4.12
1.68,Premium,F,SI1,60.7,62.0,12681,7.72,7.66,4.67
0.34,Ideal,F,SI2,60.1,56.0,574,4.55,4.54,2.73
